sentence_id,sentence,category,type
2095,the food the drinks are all exciting,food,I
2096,great for small couples,couples/family,I
2097,more crowded,crowd,E
2098,handicap accessible,handicap,I
2099,steep steps were very slippery,handicap,E
2100,food options were good,food,I
2100,dont get very much at all for your money,price,E
2101,it is busy,crowd,E
2102,the queues are massive,queues,E
2103,so over crowded,crowd,E
2104,younger children will love it,age,I
2105,prices to buy this are very reasonable,price,I
2106,big play area for children,age,I
2107,with the family,couples/family,I
2108,very clean,hygiene,E
2109,family day,couples/family,I
2109,prey firstly parking is,parking,E
2109,and some disable bays not,handicap,E
2110,over priced public car park,parking,E
2112,adult items,age,I
2113,food so many options,food,I
2114,restaurants are very expensive,price,E
2115,not for the elderly,age,E
2116,lots of kids,age,I
2116,their families,couples/family,I
2117,14 year old grandson loved it,age,I
2118,avoid the long,queues,E
2119,not that crowded,crowd,I
2119,lines for the rides were very short,queues,I
2120,buffet was inedible,food,E
2121,looked terrible,food,E
2122,my son loved it,age,I
2123,disgusting breakfast,food,I
2124,cleanliness of the park,hygiene,I
2125,very clean,hygiene,E
2126,cost is high,price,E
2127,large amount of food,food,I
2128,warrant the price,price,E
2130,us warranted the price,price,E
2131,not overcrowded in winter,crowd,I
2132,excellent coffee and hot chocolate,food,I
2133,my 10 yr old,age,I
2134,super crowded,crowd,E
2135,crowded in the late afternoon early evenings,time/day/month,E
2136,great place to visit for sunrise and,time/day/month,I
2136,early morning,time/day/month,I
2137,it is very busy,crowd,E
2138,great for kids,age,I
2139,big hit with younger kids,age,I
2140,horrendous amount of beach pollution,hygiene,E
2141,very clean,hygiene,E
2142,not a trip id take with tiny kids,age,E
2143,take with kids old enough,age,I
2144,with the family,couples/family,I
2145,to eat,food,I
2147,yummy spooky cocktails,food,I
2148,october evening for,time/day/month,I
2150,car park was full to overflowing,parking,E
2151,in the rain,time/day/month,E
2152,without feeling pushed,crowd,I
2152,claustrophobic,claustrophobic,E
2152,hordes of crowds,crowd,E
2153,our family,couples/family,I
